Bill of Materials for Substage optics for Open 2-Photon,
"LA1951-A - N-BK7 Plano-Convex Lens, Ø1""",https://www.thorlabs.com/thorproduct.cfm?partnumber=LA1951-A
FM03R - 25 mm x 36 mm Visible Cold Mirror,https://www.thorlabs.de/thorproduct.cfm?partnumber=FM03R
DMLP567R - 25 mm x 36 mm Longpass Dichroic Mirror,https://www.thorlabs.de/thorproduct.cfm?partnumber=DMLP567R
"FBH520-40 - Hard-Coated Bandpass Filter, Ø25 mm",https://www.thorlabs.de/thorproduct.cfm?partnumber=FBH520-40
"FBH600-40 - Hard-Coated Bandpass Filter, Ø25 mm",https://www.thorlabs.de/thorproduct.cfm?partnumber=FBH600-40
"ACL50832U-A - Aspheric Condenser Lens, Ø2""",https://www.thorlabs.com/thorproduct.cfm?partnumber=ACL50832U-A
